Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2017,70000,Petrol,Manual,First,17.57,88.7,4184.55,ZEST REVOTRON 1.2T XE,TATA
2016,54944,Petrol,Manual,First,18.0,86.7,4482.118,AMAZE SX I-VTEC,HONDA
2012,70337,Diesel,Manual,First,20.0,68.0,2603.72,FIGO DIESEL ZXI,FORD
2013,99638,Diesel,Manual,First,23.2,73.94,2891.989,RITZ VDI,MARUTI
2009,52000,Petrol,Manual,First,17.8,117.3,3022.1749999999997,CITY I VTEC E,HONDA
2011,75000,Diesel,Automatic,Second,16.73,218.0,12925.61,5 SERIES 2003-2012 525D,BMW
2009,95980,Petrol,Manual,First,20.36,78.9,2092.275,I10 SPORTZ 1.2,HYUNDAI
2016,16000,Petrol,Manual,First,18.9,82.0,5346.925,GRAND I10 SPORTZ,HYUNDAI
2007,73745,Petrol,Manual,First,17.0,97.7,1952.79,SANTRO XING XO,HYUNDAI
2016,18949,Petrol,Manual,First,17.8,86.7,4649.5,AMAZE SX I-VTEC,HONDA
2014,107000,Diesel,Manual,First,13.0,168.5,15343.35,FORTUNER 4X2 MANUAL,TOYOTA
2018,48367,Diesel,Automatic,First,17.68,174.33,36805.441999999995,A6 2011-2015 35 TDI PREMIUM,AUDI
2013,57000,Diesel,Manual,First,22.7,89.84,5114.45,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,FORD
2014,58000,Diesel,Manual,First,15.1,140.0,7532.19,XUV500 W8 2WD,MAHINDRA
2015,30000,Diesel,Manual,First,25.8,98.6,3254.65,AMAZE SX I-DTEC,HONDA
2013,34212,Diesel,Manual,First,22.07,73.9,2594.421,POLO DIESEL HIGHLINE 1.2L,VOLKSWAGEN
2010,70002,Diesel,Manual,First,16.2,110.0,3208.155,VERNA TRANSFORM SX VGT CRDI,HYUNDAI
2016,62000,Petrol,Manual,First,18.9,67.1,4138.055,WAGON R VXI BS IV,MARUTI
2010,62001,Petrol,Manual,First,15.26,103.5,2464.2349999999997,POLO PETROL HIGHLINE 1.6L,VOLKSWAGEN
2011,78958,Diesel,Manual,Second,23.0,90.0,3533.62,I20 1.4 CRDI SPORTZ,HYUNDAI
2014,30180,Petrol,Manual,First,18.5,82.85,4324.035,I20 ASTA 1.2,HYUNDAI
2017,32851,Petrol,Manual,First,19.83,67.0,3673.105,GO PLUS T PETROL,DATSUN
2010,30000,Diesel,Automatic,First,14.94,241.4,9113.02,A4 3.0 TDI QUATTRO PREMIUM,AUDI
2009,66000,Petrol,Manual,Second,17.0,80.0,2510.73,I20 2015-2017 ASTA,HYUNDAI
2010,93850,Petrol,Manual,First,14.0,35.0,2241.059,OMNI 5 STR STD,MARUTI
2014,53000,Petrol,Manual,First,17.71,78.9,3626.6099999999997,ETIOS LIVA 1.2 G,TOYOTA
2011,78000,Diesel,Automatic,Second,14.74,270.9,22317.6,XF 3.0 LITRE S PREMIUM LUXURY,JAGUAR
2012,65000,Diesel,Manual,Second,16.0,140.0,5346.925,XUV500 W8 2WD,MAHINDRA
2014,40000,Diesel,Automatic,First,22.32,126.32,4881.974999999999,VERNA 1.6 SX CRDI (O) AT,HYUNDAI
2017,30000,Diesel,Automatic,First,11.36,171.5,17900.575,INNOVA CRYSTA 2.8 ZX AT,TOYOTA
2017,38053,Petrol,Manual,First,15.1,73.0,3635.909,EECO 5 SEATER AC,MARUTI
2014,25500,Petrol,Manual,First,25.4,37.5,1999.2849999999999,NANO TWIST XT,TATA
2015,56087,Diesel,Automatic,First,22.69,190.0,19295.425,3 SERIES 320D LUXURY LINE,BMW
2010,71088,Petrol,Manual,First,13.5,130.0,3115.165,CIVIC 2006-2010 1.8 V MT,HONDA
2014,55000,Diesel,Manual,First,12.99,100.6,10331.188999999998,INNOVA 2.5 VX (DIESEL) 7 SEATER,TOYOTA
2014,32700,Diesel,Automatic,First,23.3,150.0,18598.0,V40 CROSS COUNTRY D3,VOLVO
2016,39882,Petrol,Automatic,First,19.15,75.94,6090.844999999999,MICRA XV CVT,NISSAN
2009,128000,Petrol,Automatic,First,10.8,215.0,6509.3,5 SERIES 2010-2013 525I,BMW
2016,55000,Diesel,Manual,First,24.3,88.5,6974.25,VITARA BREZZA VDI,MARUTI
2005,102000,Petrol,Manual,Second,17.0,97.7,790.415,SANTRO XING XL ERLX EURO III,HYUNDAI
2014,53753,Diesel,Automatic,Second,15.0,107.3,15575.824999999999,B CLASS B200 CDI,MERCEDES-BENZ
2018,10250,Diesel,Manual,First,22.0,126.2,10182.404999999999,VERNA CRDI 1.6 SX OPTION,HYUNDAI
2011,43874,Petrol,Manual,First,18.9,67.1,2278.255,WAGON R LXI BS IV,MARUTI
2017,32684,Petrol,Automatic,First,21.9,37.48,3003.5769999999998,NANO XTA,TATA
2014,42000,Diesel,Manual,First,12.05,120.0,7206.724999999999,SCORPIO VLX,MAHINDRA
2009,28352,Petrol,Automatic,First,11.7,178.0,8694.564999999999,NEW C-CLASS 200 K AT,MERCEDES-BENZ
2013,89900,CNG,Manual,First,26.6,58.16,3022.1749999999997,WAGON R LXI CNG,MARUTI
2007,47700,Petrol,Manual,Second,10.8,152.0,4881.974999999999,CR-V 2.4 MT,HONDA
2015,55000,Diesel,Automatic,First,21.21,103.2,6741.775,VENTO 1.5 TDI COMFORTLINE AT,VOLKSWAGEN
2017,44285,Petrol,Manual,First,20.73,91.1,6946.352999999999,CIAZ VXI PLUS,MARUTI
2016,54000,Diesel,Automatic,First,16.0,140.0,12321.175,XUV500 AT W10 FWD,MAHINDRA
2016,30232,Petrol,Manual,First,21.1,85.8,5402.718999999999,RITZ VXI ABS,MARUTI
2014,88500,Petrol,Manual,First,24.07,67.1,2417.7400000000002,ALTO K10 VXI,MARUTI
2017,13372,Petrol,Automatic,First,19.0,362.07,50214.6,SLC 43 AMG,MERCEDES-BENZ
2019,12645,Petrol,Automatic,First,17.0,121.3,10693.85,VERNA VTVT 1.6 AT SX PLUS,HYUNDAI
2010,94385,Petrol,Manual,Second,19.7,46.3,1487.8400000000001,ALTO LXI BSIII,MARUTI
2015,31821,Diesel,Automatic,First,20.58,143.0,16012.877999999999,1 SERIES 118D BASE,BMW
2015,12000,Petrol,Automatic,First,19.0,88.7,5579.4,JAZZ 1.2 V CVT I VTEC,HONDA
2012,88578,Petrol,Manual,First,13.5,130.0,3673.105,CIVIC 2006-2010 1.8 V MT,HONDA
2014,44965,Diesel,Automatic,First,19.27,170.0,16691.704999999998,NEW C-CLASS C 220 CDI AVANTGARDE,MERCEDES-BENZ
2014,45044,Diesel,Manual,First,25.8,98.6,3440.63,AMAZE SX I-DTEC,HONDA
2016,34204,Petrol,Manual,First,22.0,81.8,5049.357,SWIFT VVT VXI,MARUTI
2008,80759,Petrol,Manual,Third,17.0,97.7,1552.933,SANTRO XING XO ERLX EURO II,HYUNDAI
2012,91235,Diesel,Manual,First,11.5,171.0,12544.351,FORTUNER 3.0 DIESEL,TOYOTA
2014,38800,Petrol,Manual,First,18.6,76.8,2650.215,BEAT LT OPTION,CHEVROLET
2013,83000,Diesel,Manual,First,21.14,103.52,4417.025,RAPID 1.5 TDI ELEGANCE,SKODA
2018,41283,Petrol,Manual,First,20.73,91.1,9206.01,CIAZ 1.4 ALPHA,MARUTI
2013,23000,Petrol,Automatic,First,11.05,444.0,34406.299999999996,RS5 COUPE,AUDI
2014,48000,Diesel,Automatic,First,21.76,190.0,24642.35,3 SERIES LUXURY LINE,BMW
2015,48214,Diesel,Automatic,First,17.11,174.33,21685.268,A4 2.0 TDI 177 BHP PREMIUM PLUS,AUDI
2016,35000,Diesel,Manual,First,22.9,74.0,5811.875,SWIFT VDI,MARUTI
2010,35277,Petrol,Automatic,First,7.81,362.9,27897.0,S CLASS 2005 2013 S 500,MERCEDES-BENZ
2016,54620,Diesel,Automatic,First,21.66,103.52,9168.813999999998,RAPID 1.5 TDI AT ELEGANCE PLUS BLACK PACKAGE,SKODA
2012,136997,Diesel,Automatic,First,17.2,138.1,7904.15,SUPERB ELEGANCE 2.0 TDI CR AT,SKODA
2019,14322,Petrol,Manual,First,21.1,55.2,3933.4770000000003,EON MAGNA PLUS,HYUNDAI
2012,65634,Diesel,Manual,First,22.07,73.9,3254.65,POLO DIESEL TRENDLINE 1.2L,VOLKSWAGEN
2016,6000,Petrol,Manual,First,20.63,67.06,2324.75,GO NXT,DATSUN
2013,33280,Petrol,Manual,First,19.4,86.8,2222.4610000000002,BRIO S MT,HONDA
2013,29000,Petrol,Automatic,First,14.8,120.7,10461.375,B CLASS B180,MERCEDES-BENZ
2015,42831,Diesel,Manual,First,26.0,98.6,6611.589,CITY I DTEC V,HONDA
2016,90000,Diesel,Manual,First,12.99,100.6,10135.91,INNOVA 2.5 G (DIESEL) 7 SEATER,TOYOTA
2017,24005,Petrol,Manual,First,20.4,81.8,5765.38,SWIFT VXI OPTIONAL,MARUTI
2012,32792,Diesel,Manual,First,15.1,140.0,7346.21,XUV500 W8 2WD,MAHINDRA
2014,147898,Diesel,Manual,First,22.7,89.84,4110.157999999999,ECOSPORT 1.5 DV5 MT AMBIENTE,FORD
2012,131765,Diesel,Manual,First,13.0,168.5,12553.65,FORTUNER 4X2 MANUAL,TOYOTA
2013,65000,Diesel,Automatic,First,21.5,108.5,5811.875,VENTO 1.5 HIGHLINE PLUS AT 16 ALLOY,VOLKSWAGEN
2010,66123,Diesel,Manual,Second,20.0,68.0,1952.79,FIGO DIESEL TITANIUM,FORD
2015,41000,Diesel,Automatic,First,15.3,258.0,41845.5,X5 XDRIVE 30D,BMW
2017,23550,Diesel,Automatic,First,19.27,167.62,31300.433999999997,NEW C-CLASS C 220 CDI STYLE,MERCEDES-BENZ
2012,45000,Petrol,Manual,Second,19.4,86.8,3394.1349999999998,BRIO V MT,HONDA
2013,60000,Petrol,Manual,First,20.36,78.9,2557.225,I10 MAGNA 1.2,HYUNDAI
2016,44414,Diesel,Automatic,First,17.9,170.0,39520.75,GLC 220,MERCEDES-BENZ
2019,1000,Petrol,Manual,First,18.9,81.86,6044.349999999999,GRAND I10 1.2 KAPPA ASTA,HYUNDAI
2012,62500,Diesel,Automatic,Second,17.68,174.33,17668.1,A6 2011-2015 2.0 TDI PREMIUM PLUS,AUDI
2013,21000,Petrol,Automatic,Second,14.4,103.6,4138.055,VENTO PETROL HIGHLINE AT,VOLKSWAGEN
2017,8525,Diesel,Automatic,Second,16.6,112.0,21387.7,COUNTRYMAN COOPER D,MINI
2014,29000,Diesel,Manual,First,22.54,88.73,7764.664999999999,I20 ASTA 1.4 CRDI,HYUNDAI
2014,40000,Diesel,Automatic,First,17.68,174.33,21341.204999999998,A6 2011-2015 2.0 TDI PREMIUM PLUS,AUDI
2012,88000,Diesel,Manual,First,25.44,57.6,1394.85,BEAT DIESEL LT,CHEVROLET
2012,53537,Petrol,Automatic,First,13.7,157.75,6407.0109999999995,SUPERB ELEGANCE 1.8 TSI AT,SKODA
2006,216000,Diesel,Manual,Second,17.8,68.0,1348.355,FIESTA 1.4 TDCI EXI LIMITED EDITION,FORD
2014,51000,Diesel,Automatic,First,22.48,190.0,31151.649999999998,5 SERIES 520D LUXURY LINE,BMW
2007,118500,Petrol,Manual,First,12.9,102.5,1162.375,OPTRA MAGNUM 1.6 LS BS3,CHEVROLET
2012,63000,Diesel,Manual,First,22.07,73.9,3905.58,POLO DIESEL HIGHLINE 1.2L,VOLKSWAGEN
2015,25000,Diesel,Manual,First,19.98,108.5,6276.825,LODGY 110PS RXZ 8 SEATER,RENAULT
2014,37382,Diesel,Automatic,First,13.0,201.1,29756.8,E-CLASS E250 CDI AVANTGRADE,MERCEDES-BENZ
2017,24773,Petrol,Manual,First,21.4,83.1,6974.25,BALENO ALPHA,MARUTI
2012,62000,Diesel,Manual,First,22.32,126.32,4277.54,VERNA 1.6 SX,HYUNDAI
2017,52340,Petrol,Manual,First,19.81,68.05,3756.796,I10 MAGNA 1.1,HYUNDAI
2016,56739,Diesel,Manual,First,15.4,120.0,9587.269,SCORPIO 1.99 S10 4WD,MAHINDRA
2018,36091,Diesel,Automatic,First,12.7,187.7,51851.223999999995,ROVER RANGE ROVER 2.2L DYNAMIC,LAND
2010,120000,Diesel,Manual,First,20.0,68.0,2417.7400000000002,FIGO DIESEL ZXI,FORD
2016,33000,Diesel,Manual,First,25.47,88.5,7904.15,ERTIGA ZDI,MARUTI
2007,60006,Petrol,Manual,First,0.0,97.7,2743.205,CITY 1.5 GXI,HONDA
2014,52000,Diesel,Manual,First,25.8,98.6,3254.65,AMAZE S I-DTECH,HONDA
2015,43571,Petrol,Manual,First,20.36,78.9,3301.1449999999995,I10 MAGNA,HYUNDAI
2013,50000,Diesel,Manual,First,25.8,98.6,3022.1749999999997,AMAZE S I-DTECH,HONDA
2008,113000,Diesel,Manual,First,17.5,106.0,4184.55,LAURA AMBIENTE,SKODA
2014,90000,Diesel,Manual,First,19.87,83.8,4974.964999999999,DUSTER 85PS DIESEL RXL,RENAULT
2017,29000,Diesel,Manual,Second,17.45,100.0,6044.349999999999,NUVOSPORT N6,MAHINDRA
2016,20000,Diesel,Manual,First,24.3,88.5,8369.1,VITARA BREZZA ZDI PLUS DUAL TONE,MARUTI
2016,61012,Petrol,Manual,First,18.6,81.83,5579.4,I20 ASTA OPTION 1.2,HYUNDAI
2009,87459,Petrol,Manual,First,14.7,85.0,2557.225,FABIA 1.4 MPI AMBIENTE,SKODA
2010,70500,Petrol,Manual,First,15.64,64.1,1394.85,INDIGO ECS GLX,TATA
2015,64103,Diesel,Automatic,First,15.73,174.33,18505.01,Q3 2012-2015 35 TDI QUATTRO PREMIUM PLUS,AUDI
2014,76000,Petrol,Automatic,First,14.7,177.5,9299.0,OCTAVIA ELEGANCE 1.8 TSI AT,SKODA
2014,104000,Diesel,Manual,First,23.59,67.06,2789.7,ETIOS LIVA GD SP,TOYOTA
2010,42001,Petrol,Manual,First,16.1,97.7,1962.089,SWIFT 1.3 VXI,MARUTI
2014,37245,Petrol,Automatic,First,14.8,120.7,11121.604000000001,B CLASS B180,MERCEDES-BENZ
2013,45000,Diesel,Manual,First,27.4,98.6,3022.1749999999997,AMAZE S DIESEL,HONDA
2012,117837,Diesel,Manual,Second,22.32,126.32,4417.025,VERNA 1.6 SX,HYUNDAI
2014,30000,Diesel,Manual,First,20.46,83.8,5532.905,DUSTER 85PS DIESEL RXL OPTIONAL,RENAULT
2015,27057,Petrol,Manual,Second,15.29,121.3,7578.685,CRETA 1.6 VTVT S,HYUNDAI
2016,8500,Petrol,Automatic,First,20.51,67.0,3924.178,WAGON R AMT VXI,MARUTI
2010,30500,Petrol,Automatic,First,11.74,186.0,9763.949999999999,NEW C-CLASS C250 AVANTGARDE,MERCEDES-BENZ
2012,56000,Diesel,Automatic,First,11.8,246.7,41845.5,A8 L 3.0 TDI QUATTRO,AUDI
2012,44000,Petrol,Manual,Second,19.81,68.05,2696.71,I10 MAGNA 1.1,HYUNDAI
2017,10500,Petrol,Automatic,First,14.3,103.52,8276.11,RAPID 1.6 MPI AT STYLE BLACK PACKAGE,SKODA
2017,26000,Petrol,Automatic,First,14.67,177.46,24177.399999999998,SUPERB STYLE 1.8 TSI AT,SKODA
2018,25166,Petrol,Manual,First,17.19,81.86,7643.778,I20 ACTIVE 1.2 SX,HYUNDAI
2014,64000,Diesel,Manual,Second,25.8,98.6,3254.65,AMAZE VX I-DTEC,HONDA
2004,61000,Petrol,Manual,Second,18.9,67.1,1162.375,WAGON R LXI,MARUTI
2013,107000,Diesel,Manual,First,21.03,65.0,3440.63,VERITO 1.5 D4 BSIV,MAHINDRA
2018,29161,Diesel,Automatic,First,19.27,167.62,36647.359,NEW C-CLASS C 220D AVANTGARDE EDITION C,MERCEDES-BENZ
2013,32000,Petrol,Manual,First,22.5,67.04,2464.2349999999997,WAGON R VXI,MARUTI
2015,46173,Diesel,Manual,Second,19.01,108.5,8294.708,TERRANO XV PREMIUM 110 PS ANNIVERSARY EDITION,NISSAN
2013,47000,Diesel,Manual,First,17.8,97.7,3812.5899999999997,SWIFT VDI BSIV,MARUTI
2017,26327,Petrol,Automatic,First,16.82,189.08,33169.533,COOPER CONVERTIBLE S,MINI
2015,70436,Diesel,Manual,First,0.0,99.0,3347.64,FIGO DIESEL,FORD
2007,200000,Diesel,Manual,Second,17.2,53.5,790.415,INDICA V2 DLS BSII,TATA
2016,60813,Petrol,Manual,Second,18.6,76.8,3087.2679999999996,BEAT LT,CHEVROLET
2012,45000,Diesel,Manual,First,22.07,73.9,3347.64,POLO DIESEL COMFORTLINE 1.2L,VOLKSWAGEN
2016,64000,Diesel,Manual,First,22.9,74.0,6323.32,SWIFT ZDI,MARUTI
2012,41284,Diesel,Manual,First,20.0,68.05,2324.75,FIGO DIESEL EXI,FORD
2019,14165,Diesel,Automatic,First,11.36,171.5,18263.236,INNOVA CRYSTA 2.8 GX AT,TOYOTA
2011,67000,Diesel,Automatic,Second,11.72,194.3,6509.3,SANTA FE 4X4 AT,HYUNDAI
2011,32572,Petrol,Manual,First,17.4,117.3,3598.713,CITY I-VTEC V,HONDA
2018,14960,Petrol,Manual,First,18.6,81.83,5830.472999999999,I20 1.2 MAGNA EXECUTIVE,HYUNDAI
2015,55980,Diesel,Automatic,First,19.27,167.62,16849.788,NEW C-CLASS C 220D AVANTGARDE EDITION C,MERCEDES-BENZ
2013,74000,Diesel,Manual,First,25.44,57.6,2464.2349999999997,BEAT DIESEL LT,CHEVROLET
2015,56847,Diesel,Manual,First,22.54,88.73,6695.28,I20 SPORTZ 1.4 CRDI,HYUNDAI
2015,121374,Diesel,Manual,First,12.99,100.6,13297.57,INNOVA 2.5 Z DIESEL 7 SEATER,TOYOTA
2013,52000,Diesel,Manual,First,20.77,88.76,6416.31,ERTIGA VDI,MARUTI
2014,118000,Diesel,Manual,First,12.8,102.0,9996.425,INNOVA 2.5 V DIESEL 7-SEATER,TOYOTA
2007,72000,Petrol,Manual,Third,17.0,97.7,883.405,SANTRO XING XO ERLX EURO II,HYUNDAI
2016,33915,Petrol,Manual,First,17.8,117.3,7522.891,CITY I VTEC V,HONDA
2014,82002,Diesel,Automatic,First,17.05,184.0,17203.149999999998,X1 SDRIVE20D,BMW
2017,33000,Diesel,Manual,First,24.0,70.0,4417.025,GRAND I10 CRDI ERA,HYUNDAI
2016,34000,Diesel,Manual,First,28.09,88.5,7857.654999999999,CIAZ 1.3 ALPHA,MARUTI
2012,55000,Diesel,Manual,First,20.5,103.6,3254.65,RAPID LEISURE 1.6 TDI MT,SKODA
2006,160538,Diesel,Manual,First,13.1,82.0,1673.82,ACCENT CRDI,HYUNDAI
2014,60000,Diesel,Manual,Second,19.91,103.6,3440.63,POLO GT 1.5 TDI,VOLKSWAGEN
2017,49575,Petrol,Manual,First,18.7,88.7,6667.383,JAZZ 1.2 VX I VTEC,HONDA
2010,83000,Petrol,Manual,First,19.81,68.05,1627.325,I10 ERA,HYUNDAI
